Workshop Name,PoleStudio,Workshop Seite Eversports,Eversports Page,Version
 Yoga Rad Online Workshop: Schwerpunkt Backbends ,Yoga,https://www.eversports.de/e/workshop/qWwvQ8wm6,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:08:24
4 Wochen Online Intensivkurs: Inversions ,Yoga,https://www.eversports.de/e/workshop/YO8CD_tJi,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:08:24
Atemtechniken Online Workshop ,Yoga,https://www.eversports.de/e/workshop/v4j4ZnWFW,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:08:24
Workshop with Kira Noire - Deadlift techniques,Polefly,https://www.eversports.de/e/workshop/MEWF4ZTBh,https://www.eversports.de/sw/polefly-academy,2023-05-06 21:08:25
Workshop with Kira Noire - The art of static pole flow,Polefly,https://www.eversports.de/e/workshop/k3V6cr7y7,https://www.eversports.de/sw/polefly-academy,2023-05-06 21:08:25
Workshop with Kira Noire - Exotic Hot Choreo,Polefly,https://www.eversports.de/e/workshop/AYKepvHWg,https://www.eversports.de/sw/polefly-academy,2023-05-06 21:08:25
Workshop with Kira Noire - Strip Plastic,Polefly,https://www.eversports.de/e/workshop/hSj6QKiHq,https://www.eversports.de/sw/polefly-academy,2023-05-06 21:08:25
Schnupperstunde Poledance,Pole,https://www.eversports.de/e/workshop/oSGTcBNAF,https://www.eversports.de/sw/pole-for-soul-gbr,2023-05-06 21:08:26
Aerial Weekend,Center,https://www.eversports.de/e/workshop/Z00aWKDcZ,https://www.eversports.de/sw/center-of-moving-arts,2023-05-06 21:08:26
Workshop: Aerial Yin Yoga (alle Level),Aerial,https://www.eversports.de/e/workshop/ALi2zs13Z,https://www.eversports.de/sw/aerial-loft,2023-05-06 21:08:27
Workshop: Invert Step by Step (Part I),Aerial,https://www.eversports.de/e/workshop/nZbRhgMk2,https://www.eversports.de/sw/aerial-loft,2023-05-06 21:08:27
Discofox-Block,Ramonas,https://www.eversports.de/e/workshop/QLMJCW-dD,https://www.eversports.de/sw/ramonas-tanzschmiede,2023-05-06 21:08:28
Discofox-Block 2,Ramonas,https://www.eversports.de/e/workshop/DPJ_IU3mb,https://www.eversports.de/sw/ramonas-tanzschmiede,2023-05-06 21:08:28
Magic Spinning Combos ,Da,https://www.eversports.de/e/workshop/zbGwBniyk,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:08:29
Exotic Low Flow,Da,https://www.eversports.de/e/workshop/I-5P6DhRX,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:08:29
Floorwork chill your Base 2.0,Da,https://www.eversports.de/e/workshop/VMupi3nsw,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:08:29
Seductive Chairdance 1.0,Da,https://www.eversports.de/e/workshop/Oox-MTspv,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:08:29
Fifteen Shapes of Jade ,Da,https://www.eversports.de/e/workshop/66jGgpFOE,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:08:29
Einsteiger-Workshop,Star,https://www.eversports.de/e/workshop/-0-v6AkNq,https://www.eversports.de/sw/star-poledance,2023-05-06 21:08:29
"Exotic Pole Choreo | Externer Beginner Workshop by ""Alexandra Po"" 45€",aerialflow,https://www.eversports.de/e/workshop/ocz15aUrk,https://www.eversports.de/sw/aerialflow,2023-05-06 21:08:29
Poledance Einsteiger Workshop - 4 Wochen,PoleRoom,https://www.eversports.de/e/workshop/ZIMc3H2rz,https://www.eversports.de/sw/poleroom-braunschweig,2023-05-06 21:08:30
Poledance Anfänger Workshop - 4 Wochen ,PoleRoom,https://www.eversports.de/e/workshop/rQCLL8LWx,https://www.eversports.de/sw/poleroom-braunschweig,2023-05-06 21:08:30
Signature Tricks mit Aerial Allie,Pole,https://www.eversports.de/e/workshop/jRw8eBA4-,https://www.eversports.de/sw/pole-paradise,2023-05-06 21:08:32
Static Kombos mit Lea,Pole,https://www.eversports.de/e/workshop/qBVCfYWAV,https://www.eversports.de/sw/pole-paradise,2023-05-06 21:08:32
High Heels Flow mit Lea,Pole,https://www.eversports.de/e/workshop/6iXGNtubv,https://www.eversports.de/sw/pole-paradise,2023-05-06 21:08:32
Twerk it ,PoleathletiX,https://www.eversports.de/e/workshop/b7YBhJKaB,https://www.eversports.de/sw/poleathletix,2023-05-06 21:08:33
Yoga & Pilates,PoleathletiX,https://www.eversports.de/e/workshop/KRYVdjW18,https://www.eversports.de/sw/poleathletix,2023-05-06 21:08:33
Flexy Legs Middle Split,Pole,https://www.eversports.de/e/workshop/53j86q0Bo,https://www.eversports.de/sw/pole-land,2023-05-06 21:08:35
Waacking,Pole,https://www.eversports.de/e/workshop/z2sxK0__7,https://www.eversports.de/sw/pole-land,2023-05-06 21:08:35
 Pole Combo,Pole,https://www.eversports.de/e/workshop/pOsyP5iw5,https://www.eversports.de/sw/pole-land,2023-05-06 21:08:35
Balance Basics,Pole,https://www.eversports.de/e/workshop/NHX_CM9wu,https://www.eversports.de/sw/pole-land,2023-05-06 21:08:35
Movement around the handstand ,Pole,https://www.eversports.de/e/workshop/eN9tBJH5r,https://www.eversports.de/sw/pole-land,2023-05-06 21:08:35
Pole Workshop Special,Pole,https://www.eversports.de/e/workshop/VEsGZqDPi,https://www.eversports.de/sw/pole-land,2023-05-06 21:08:35
Heels Basics Kurs,Pole,https://www.eversports.de/e/workshop/dqpjB93Vx,https://www.eversports.de/sw/pole-dance-palazzo-sportivo,2023-05-06 21:08:36
Double Pole Tricks,POLEDANCE,https://www.eversports.de/e/workshop/98ghRyErd,https://www.eversports.de/sw/poledance-nrw,2023-05-06 21:08:37
Kids & Teens Pole,POLEDANCE,https://www.eversports.de/e/workshop/LOcQPC1ZF,https://www.eversports.de/sw/poledance-nrw,2023-05-06 21:08:37
"Ent-wicklung Handstand, Das Gleichgewicht auf Händen finden",Seemannsbraut,https://www.eversports.de/e/workshop/iiFA6UA0n,https://www.eversports.de/sw/seemannsbraut-poledance,2023-05-06 21:08:38
 ACRO YOGA I 7.5.23,BALANCE,https://www.eversports.de/e/workshop/g6EEILusE,https://www.eversports.de/sw/balance-neumarkt,2023-05-06 21:08:39
AERIAL HOOP I Probestunde,BALANCE,https://www.eversports.de/e/workshop/SwtmTSjBW,https://www.eversports.de/sw/balance-neumarkt,2023-05-06 21:08:39
AERIAL FUN mit dem Tuch I ab 10 Jahre ,BALANCE,https://www.eversports.de/e/workshop/-NFd3-_2E,https://www.eversports.de/sw/balance-neumarkt,2023-05-06 21:08:39
POLE HANDSPRINGS & Vorbereitung ,BALANCE,https://www.eversports.de/e/workshop/AMs-fuA_f,https://www.eversports.de/sw/balance-neumarkt,2023-05-06 21:08:39
Twerkshop by Sophia in Saarbrücken,Aerial,https://www.eversports.de/e/workshop/zrkq_Im5o,https://www.eversports.de/sw/aerial-art-poledance,2023-05-06 21:08:39
Zusatztermin: Twerkshop by Sophia in Saarbrücken,Aerial,https://www.eversports.de/e/workshop/bGEDyXMW4,https://www.eversports.de/sw/aerial-art-poledance,2023-05-06 21:08:39
Fusion Dance Workshop mit Elena Loch,Aerial,https://www.eversports.de/e/workshop/erk8O3C53,https://www.eversports.de/sw/aerial-art-poledance,2023-05-06 21:08:39
Burlesque Sommer-Workshop: Be a Pin-Up Summer Queen! - in Quierschied,Aerial,https://www.eversports.de/e/workshop/ldKcgdQXu,https://www.eversports.de/sw/aerial-art-poledance,2023-05-06 21:08:39
Acro Yoga Workshop,Polefriends,https://www.eversports.de/e/workshop/pzxHAdEai,https://www.eversports.de/sw/polefriends-halle,2023-05-06 21:08:40
Thalia Werner - Contemporary Fusion ,Pole,https://www.eversports.de/e/workshop/NVAczuvnN,https://www.eversports.de/sw/pole-dance-beauties,2023-05-06 21:08:40
Thalia Werner - Floorwork,Pole,https://www.eversports.de/e/workshop/VBdaRdVrZ,https://www.eversports.de/sw/pole-dance-beauties,2023-05-06 21:08:40
Pole meets Contemporary ,PoleCreation,https://www.eversports.de/e/workshop/KjVwEKuKe,https://www.eversports.de/sw/polecreation,2023-05-06 21:08:41
WORKSHOP Splits around & up the Pole - intermediate Level,Body,https://www.eversports.de/e/workshop/UtfY_Qc2y,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:08:42
WORKSHOP Splits around & up the pole - intermediate/advanced Level,Body,https://www.eversports.de/e/workshop/Nvi9yQbsm,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:08:42
WORKSHOP Splits on Pole - intermediate Level,Body,https://www.eversports.de/e/workshop/T54FU0AiJ,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:08:42
WORKSHOP Flow Nice & Low - Choreo,Body,https://www.eversports.de/e/workshop/45UMmjF2w,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:08:42
WORKSHOP - Pole Quickies,Body,https://www.eversports.de/e/workshop/khS-WthfD,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:08:42
Leg Flexibility,Body,https://www.eversports.de/e/workshop/IjlX8GIy0,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:08:42
WORKSHOP - Easy Spinning & Beautiful Shapes,Body,https://www.eversports.de/e/workshop/wHQv8FUDZ,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:08:42
Grundkurs Yoga,Niyaha,https://www.eversports.de/e/workshop/gDJXE2uFj,https://www.eversports.de/sw/niyaha-yoga-susann-kind,2023-05-06 21:08:42
Grundkurs Yoga,Niyaha,https://www.eversports.de/e/workshop/jbd49uhKh,https://www.eversports.de/sw/niyaha-yoga-susann-kind,2023-05-06 21:08:42
