Workshop Name,PoleStudio,Workshop Seite Eversports,Eversports Page,Version
Sexy Pole Choreo (All Levels),AIRobics,https://www.eversports.de/e/workshop/ecWLvxCKA,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Aerial Yoga & Stretch (All Levels),AIRobics,https://www.eversports.de/e/workshop/4NzxSWm-T,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Energetic Pole Combo (Intermediate),AIRobics,https://www.eversports.de/e/workshop/KIrKTpz2H,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Front- & Middlesplit Stretching (All Levels),AIRobics,https://www.eversports.de/e/workshop/jx8bzqdYN,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Silk Mini Drops & Saltos (Intermediate),AIRobics,https://www.eversports.de/e/workshop/D8oZq31LB,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Urban Dance (All Levels),AIRobics,https://www.eversports.de/e/workshop/4ZryDf5g3,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Dynamic Static Pole (Int./Adv.),AIRobics,https://www.eversports.de/e/workshop/tGmtMUawU,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Backbend Stretching (All Levels),AIRobics,https://www.eversports.de/e/workshop/OXSt71Hbq,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Sexy Hoop Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/1mFu5XyHi,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Double Trouble: Pole & Hoop Doubles (All Levels),AIRobics,https://www.eversports.de/e/workshop/qBTTLinaz,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Impressive Pole Handstands (All Levels),AIRobics,https://www.eversports.de/e/workshop/2cf1FMtZ-,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Hammock Mini Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/f3gqricJC,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Power Hoop & Drops (Intermediate),AIRobics,https://www.eversports.de/e/workshop/sUS-p7fpT,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Stunning Pole (Fake) Splits (Beg./Int.),AIRobics,https://www.eversports.de/e/workshop/Tdt3RvbyV,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Pole Mini Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/lD4asREMG,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
"Pole Handspring, Pegasus & Flips (Int./Adv.)",AIRobics,https://www.eversports.de/e/workshop/ZpTaIytyi,https://www.eversports.de/sw/airobics,2023-05-06 21:05:45
Hip Mobility (4 Wochen Intensivkurs),Yoga,https://www.eversports.de/e/workshop/69oCVwxsO,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:05:46
Spinning Pole Combos Einsteiger Online Workshop,Yoga,https://www.eversports.de/e/workshop/R3VflUB-G,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:05:46
Yoga Rad Fortgeschrittene Online Workshop,Yoga,https://www.eversports.de/e/workshop/uLOMWc_ox,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:05:46
Split & Straddle Technik Online Workshop ,Yoga,https://www.eversports.de/e/workshop/6HjnBPeOE,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:05:46
 Yoga Rad Online Workshop: Schwerpunkt Backbends ,Yoga,https://www.eversports.de/e/workshop/qWwvQ8wm6,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:05:46
4 Wochen Online Intensivkurs: Inversions ,Yoga,https://www.eversports.de/e/workshop/YO8CD_tJi,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:05:46
Atemtechniken Online Workshop ,Yoga,https://www.eversports.de/e/workshop/v4j4ZnWFW,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-06 21:05:46
Workshop with Kira Noire - Deadlift techniques,Polefly,https://www.eversports.de/e/workshop/MEWF4ZTBh,https://www.eversports.de/sw/polefly-academy,2023-05-06 21:05:48
Workshop with Kira Noire - The art of static pole flow,Polefly,https://www.eversports.de/e/workshop/k3V6cr7y7,https://www.eversports.de/sw/polefly-academy,2023-05-06 21:05:48
Workshop with Kira Noire - Exotic Hot Choreo,Polefly,https://www.eversports.de/e/workshop/AYKepvHWg,https://www.eversports.de/sw/polefly-academy,2023-05-06 21:05:48
Workshop with Kira Noire - Strip Plastic,Polefly,https://www.eversports.de/e/workshop/hSj6QKiHq,https://www.eversports.de/sw/polefly-academy,2023-05-06 21:05:48
Schnupperstunde Poledance,Pole,https://www.eversports.de/e/workshop/oSGTcBNAF,https://www.eversports.de/sw/pole-for-soul-gbr,2023-05-06 21:05:49
Aerial Weekend,Center,https://www.eversports.de/e/workshop/Z00aWKDcZ,https://www.eversports.de/sw/center-of-moving-arts,2023-05-06 21:05:50
Workshop: Aerial Yin Yoga (alle Level),Aerial,https://www.eversports.de/e/workshop/ALi2zs13Z,https://www.eversports.de/sw/aerial-loft,2023-05-06 21:05:52
Workshop: Invert Step by Step (Part I),Aerial,https://www.eversports.de/e/workshop/nZbRhgMk2,https://www.eversports.de/sw/aerial-loft,2023-05-06 21:05:52
Discofox-Block,Ramonas,https://www.eversports.de/e/workshop/QLMJCW-dD,https://www.eversports.de/sw/ramonas-tanzschmiede,2023-05-06 21:05:53
Discofox-Block 2,Ramonas,https://www.eversports.de/e/workshop/DPJ_IU3mb,https://www.eversports.de/sw/ramonas-tanzschmiede,2023-05-06 21:05:53
Magic Spinning Combos ,Da,https://www.eversports.de/e/workshop/zbGwBniyk,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:05:53
Exotic Low Flow,Da,https://www.eversports.de/e/workshop/I-5P6DhRX,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:05:53
Floorwork chill your Base 2.0,Da,https://www.eversports.de/e/workshop/VMupi3nsw,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:05:53
Seductive Chairdance 1.0,Da,https://www.eversports.de/e/workshop/Oox-MTspv,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:05:53
Fifteen Shapes of Jade ,Da,https://www.eversports.de/e/workshop/66jGgpFOE,https://www.eversports.de/sw/da-becca-flow-and-fit,2023-05-06 21:05:53
Einsteiger-Workshop,Star,https://www.eversports.de/e/workshop/-0-v6AkNq,https://www.eversports.de/sw/star-poledance,2023-05-06 21:05:54
"Exotic Pole Choreo | Externer Beginner Workshop by ""Alexandra Po"" 45€",aerialflow,https://www.eversports.de/e/workshop/ocz15aUrk,https://www.eversports.de/sw/aerialflow,2023-05-06 21:05:54
Poledance Einsteiger Workshop - 4 Wochen,PoleRoom,https://www.eversports.de/e/workshop/ZIMc3H2rz,https://www.eversports.de/sw/poleroom-braunschweig,2023-05-06 21:05:55
Poledance Anfänger Workshop - 4 Wochen ,PoleRoom,https://www.eversports.de/e/workshop/rQCLL8LWx,https://www.eversports.de/sw/poleroom-braunschweig,2023-05-06 21:05:55
Signature Tricks mit Aerial Allie,Pole,https://www.eversports.de/e/workshop/jRw8eBA4-,https://www.eversports.de/sw/pole-paradise,2023-05-06 21:05:56
Static Kombos mit Lea,Pole,https://www.eversports.de/e/workshop/qBVCfYWAV,https://www.eversports.de/sw/pole-paradise,2023-05-06 21:05:56
High Heels Flow mit Lea,Pole,https://www.eversports.de/e/workshop/6iXGNtubv,https://www.eversports.de/sw/pole-paradise,2023-05-06 21:05:56
Twerk it ,PoleathletiX,https://www.eversports.de/e/workshop/b7YBhJKaB,https://www.eversports.de/sw/poleathletix,2023-05-06 21:05:58
Yoga & Pilates,PoleathletiX,https://www.eversports.de/e/workshop/KRYVdjW18,https://www.eversports.de/sw/poleathletix,2023-05-06 21:05:58
Flexy Legs Middle Split,Pole,https://www.eversports.de/e/workshop/53j86q0Bo,https://www.eversports.de/sw/pole-land,2023-05-06 21:06:00
Waacking,Pole,https://www.eversports.de/e/workshop/z2sxK0__7,https://www.eversports.de/sw/pole-land,2023-05-06 21:06:00
 Pole Combo,Pole,https://www.eversports.de/e/workshop/pOsyP5iw5,https://www.eversports.de/sw/pole-land,2023-05-06 21:06:00
Balance Basics,Pole,https://www.eversports.de/e/workshop/NHX_CM9wu,https://www.eversports.de/sw/pole-land,2023-05-06 21:06:00
Movement around the handstand ,Pole,https://www.eversports.de/e/workshop/eN9tBJH5r,https://www.eversports.de/sw/pole-land,2023-05-06 21:06:00
Pole Workshop Special,Pole,https://www.eversports.de/e/workshop/VEsGZqDPi,https://www.eversports.de/sw/pole-land,2023-05-06 21:06:00
Heels Basics Kurs,Pole,https://www.eversports.de/e/workshop/dqpjB93Vx,https://www.eversports.de/sw/pole-dance-palazzo-sportivo,2023-05-06 21:06:02
Double Pole Tricks,POLEDANCE,https://www.eversports.de/e/workshop/98ghRyErd,https://www.eversports.de/sw/poledance-nrw,2023-05-06 21:06:03
Kids & Teens Pole,POLEDANCE,https://www.eversports.de/e/workshop/LOcQPC1ZF,https://www.eversports.de/sw/poledance-nrw,2023-05-06 21:06:03
"Ent-wicklung Handstand, Das Gleichgewicht auf Händen finden",Seemannsbraut,https://www.eversports.de/e/workshop/iiFA6UA0n,https://www.eversports.de/sw/seemannsbraut-poledance,2023-05-06 21:06:04
 ACRO YOGA I 7.5.23,BALANCE,https://www.eversports.de/e/workshop/g6EEILusE,https://www.eversports.de/sw/balance-neumarkt,2023-05-06 21:06:05
AERIAL HOOP I Probestunde,BALANCE,https://www.eversports.de/e/workshop/SwtmTSjBW,https://www.eversports.de/sw/balance-neumarkt,2023-05-06 21:06:05
AERIAL FUN mit dem Tuch I ab 10 Jahre ,BALANCE,https://www.eversports.de/e/workshop/-NFd3-_2E,https://www.eversports.de/sw/balance-neumarkt,2023-05-06 21:06:05
POLE HANDSPRINGS & Vorbereitung ,BALANCE,https://www.eversports.de/e/workshop/AMs-fuA_f,https://www.eversports.de/sw/balance-neumarkt,2023-05-06 21:06:05
Twerkshop by Sophia in Saarbrücken,Aerial,https://www.eversports.de/e/workshop/zrkq_Im5o,https://www.eversports.de/sw/aerial-art-poledance,2023-05-06 21:06:05
Zusatztermin: Twerkshop by Sophia in Saarbrücken,Aerial,https://www.eversports.de/e/workshop/bGEDyXMW4,https://www.eversports.de/sw/aerial-art-poledance,2023-05-06 21:06:05
Fusion Dance Workshop mit Elena Loch,Aerial,https://www.eversports.de/e/workshop/erk8O3C53,https://www.eversports.de/sw/aerial-art-poledance,2023-05-06 21:06:05
Burlesque Sommer-Workshop: Be a Pin-Up Summer Queen! - in Quierschied,Aerial,https://www.eversports.de/e/workshop/ldKcgdQXu,https://www.eversports.de/sw/aerial-art-poledance,2023-05-06 21:06:05
Acro Yoga Workshop,Polefriends,https://www.eversports.de/e/workshop/pzxHAdEai,https://www.eversports.de/sw/polefriends-halle,2023-05-06 21:06:06
Thalia Werner - Contemporary Fusion ,Pole,https://www.eversports.de/e/workshop/NVAczuvnN,https://www.eversports.de/sw/pole-dance-beauties,2023-05-06 21:06:06
Thalia Werner - Floorwork,Pole,https://www.eversports.de/e/workshop/VBdaRdVrZ,https://www.eversports.de/sw/pole-dance-beauties,2023-05-06 21:06:06
Pole meets Contemporary ,PoleCreation,https://www.eversports.de/e/workshop/KjVwEKuKe,https://www.eversports.de/sw/polecreation,2023-05-06 21:06:07
WORKSHOP Splits around & up the Pole - intermediate Level,Body,https://www.eversports.de/e/workshop/UtfY_Qc2y,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:06:08
WORKSHOP Splits around & up the pole - intermediate/advanced Level,Body,https://www.eversports.de/e/workshop/Nvi9yQbsm,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:06:08
WORKSHOP Splits on Pole - intermediate Level,Body,https://www.eversports.de/e/workshop/T54FU0AiJ,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:06:08
WORKSHOP Flow Nice & Low - Choreo,Body,https://www.eversports.de/e/workshop/45UMmjF2w,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:06:08
WORKSHOP - Pole Quickies,Body,https://www.eversports.de/e/workshop/khS-WthfD,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:06:08
Leg Flexibility,Body,https://www.eversports.de/e/workshop/IjlX8GIy0,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:06:08
WORKSHOP - Easy Spinning & Beautiful Shapes,Body,https://www.eversports.de/e/workshop/wHQv8FUDZ,https://www.eversports.de/sw/body-meets-soul-leipzig,2023-05-06 21:06:08
Grundkurs Yoga,Niyaha,https://www.eversports.de/e/workshop/gDJXE2uFj,https://www.eversports.de/sw/niyaha-yoga-susann-kind,2023-05-06 21:06:08
Grundkurs Yoga,Niyaha,https://www.eversports.de/e/workshop/jbd49uhKh,https://www.eversports.de/sw/niyaha-yoga-susann-kind,2023-05-06 21:06:08
